fdc_id,amount,modifier,gram_weight
169693,1,tbsp,9
169693,1,package (0.35 oz),10
169693,1,"portion, amount to make 1/2 cup",2.5
169694,1,cup,114
169695,1,cup,126
169696,1,cup,114
169697,1,cup,122
169698,1,cup,128
169699,1,cup,173
169700,1,"cup, cooked",157
169700,1,"cup, dry, yields",528
169700,1,"oz, dry, yields",86
169701,1,cup,165
169702,1,cup,200
169703,1,cup,185
169704,1,cup,202
169705,1,cup,156
169706,1,cup,190
169707,1,cup,185
169708,1,cup,158
169709,1,cup,95
169710,1,cup,165
169711,1,cup,174
169712,1,"cup, loosely packed",132
169713,1,cup,118
169714,1,cup,158
169715,1,cup,167
169716,1,cup,192
169717,1,cup,152
169718,1,cup,192
169719,1,cup,192
169720,1,cup,168
169721,1,cup,192
169722,1,cup,58
169723,1,"cup unsifted, dipped",137
169724,1,cup,111
169725,1,cup,108
169726,1,cup,160
169727,4.5,oz,128
169728,2,oz,128
169729,4.5,oz,128
169730,2,oz,57
169731,1,cup,38
169731,2,oz,57
169732,1,cup,160
169733,1,cup,38
169733,2,oz,57
169734,1,cup,160
169735,1,cup,45
169736,1,cup spaghetti,91
169736,2,oz,57
169736,1,cup elbows,122
169736,1,cup penne,95
169736,1,cup farfalle,81
169736,1,cup rotini,96
169736,1,cup shells,64
169736,1,cup lasagna,90
169737,1,cup spaghetti not packed,124
169737,1,cup spaghetti packed,151
169737,1,cup elbows not packed,120
169737,1,cup elbows packed,132
169737,1,cup penne,107
169737,1,cup farfalle,107
169737,1,cup rotini,107
169737,1,cup shells,105
169737,1,cup lasagne,116
169738,1,cup spaghetti,91
169738,1,cup elbows,122
169738,1,cup penne,95
169738,1,cup farfalle,81
169738,1,cup rotini,96
169738,1,cup shells,64
169738,1,cup lasagne,90
169739,1,cup,148
169740,1,cup,162
169741,1,cup,104
169742,2,oz,57
169743,1,cup,186
169744,1,cup,172
169745,1,cup,174
169746,1,cup,194
169747,1,cup,193
169748,1,cup,117
169749,1,cup,114
169750,1,cup,122
169751,1,cup spaghetti not packed,124
169751,1,cup packed,151
169751,1,cup elbows not packed,120
169751,1,cup elbows packed,132
169751,1,cup penne,107
169751,1,cup farfalle,107
169751,1,cup rotini,107
169751,1,cup shells,105
169751,1,cup lasagne,116
169752,1,cup,160
169753,1,cup,158
169754,1,cup,125
169755,1,cup,38
169756,1,cup,185
169757,1,cup,158
169758,1,cup,185
169759,1,cup,158
169760,1,cup,195
169761,1,cup,125
169762,1,cup,160
169763,3,oz,85
169764,3,oz,85
169765,2,tablespoon,25
169766,0.25,cup drained,34
169767,1,cup,269
169768,1,cup,229
169768,1,container,700
169769,1,serving (3.5 oz),25
169769,1,serving (4 oz),37
169770,1,cup prepared,189
169771,1,piece,42
169772,1,piece,42
169773,5,pieces 1 serving,145
169774,1,serving (3.5 oz),99
169775,1,serving 4.5 oz,127
169776,1,serving 1 pouch,61
169777,1,cup,198
169778,0.25,cup dry rice mix,57
169779,3,pieces pierogies,114
169780,1,piece turnover 1 serving,127
169781,1,biscuit,126
169781,1,box,526
169782,1,patty,64
169783,1,patty,72
169784,1,biscuit,128
169784,1,box,595
169785,1,scoop,9.4
169786,1,scoop,9.4
169787,1,scoop,9.4
169788,1,scoop,9.4
169789,5,fl oz,30
169789,5,fl oz,152
169790,1,fl oz,30.5
169790,5,fl oz,152
169791,1,scoop,8.7
169792,1,jar,113
169795,1,strip,45
169813,1,filet,108
169813,1,strip,136
169815,1,cup,65
169816,1,pad peeled,19
169816,1,pad,61
169817,1,pad,7.5
169818,1,bulb peeled,12.6
169819,1,cup,89
169820,1,cup,161
169822,0.5,cup,66
169822,1,piece,102
169826,1,oz,28.35
169827,1,nut,0.4
169827,1,oz,28.35
169829,1,piece,57
169831,1,serving,157
169832,1,serving,175
169833,1,serving,184
169834,1,piece,35
169834,1,serving,212
169835,1,cup,144
169835,1,serving,236
169836,1,serving,170
169837,1,serving,114
169837,1,piece,37
169838,1,serving,169
169839,1,cup,136
169839,1,serving,210
169840,1,serving,350
169841,1,serving,209
169842,1,serving,175
169843,1,serving,167
169844,1,serving,166
169845,1,serving,565
169845,1,cup,134
169846,1,serving,226
169847,1,serving,201
169848,1,cup,94
169848,1,serving,124
169849,1,serving,175
169849,1,cup,149
169850,1,serving,457
169851,1,serving,422
169852,1,serving,478
169853,1,serving,489
169854,1,serving serving size varied from 1 to 3 enchiladas,250
169854,2,enchilada,241
169854,1,enchilada,124
169854,3,enchilada,343
169855,1,serving serving size varied from 1 to 3 enchiladas,244
169855,1,enchilada,137
169855,2,enchilada,257
169855,3,enchilada,365
169856,1,serving serving size varied from 1 to 3 tamales,302
169856,1,tamale,179
169856,2,tamale,351
169856,3,tamale,550
169857,1,serving,339
169858,1,serving,304
169859,0.75,cup (1 NLEA serving),32
169860,1,tablespoon,14
169861,1,cup,8
169861,1,oz,28.35
169862,0.75,cup (1 NLEA serving),52
169863,1,oz,28.35
169864,1,cup,230
169864,1,tbsp,14.4
169864,1,jar Earth's Best (4.5 oz),128
169865,1,cup,230
169865,1,tbsp,14.4
169865,1,jar Earth's Best (4.5 oz),128
169866,1,"cup, sliced",143
169867,1,tbsp,14
169867,1,cup,224
169867,1,teaspoon,4.5
169868,1,cup,247
169868,1,fl oz,30.9
169869,1,tbsp,16
169870,1,cup (1 NLEA serving),59
169871,1,oz,28.35
169872,1,tbsp,15
169872,1,jar NFS,113
169872,1,jar Beech-Nut Stage 2 (4 oz),113
169872,1,jar Heinz Strained-2 (4.25 oz),120
169873,1,tbsp,15
169873,1,jar NFS,113
169873,1,jar Heinz Strained-2 (4 oz),113
169874,1,tbsp,15
169874,1,jar NFS,170
169874,1,jar Heinz Junior-3 (6 oz),170
169875,1,tbsp,16
169875,1,cup,250
169876,1,tbsp,15
169876,1,cup,245
169877,1,tbsp,15
169877,1,cup,240
169878,1,cup,240
169878,1,tbsp,15
169879,1,cup,300
169879,1,tbsp,19
169880,1,piece,3
169881,1,serving,36
169882,1,piece,2
169883,1,fl oz,31.2
169883,1,cup (8 fl oz),250
169884,1,cup,140
169885,1,cup,240
169886,1,cup,168
169887,1,"cup, sliced",140
169887,1,frankfurter,70
169888,1,slice,56
169889,1,cup,150
169890,1,cup,150
169891,1,cup,128
169892,1,cup,136
169893,1,tbsp,7
169894,1,cup,80
169895,1,tablespoon,15
169895,1,serving (2 tbsp),30
169896,1,cup,196
169896,1,tsp,4.2
169896,1,individual packet,3
169897,1,tbsp,5.6
169897,1,envelope,20
169898,1,container (6 oz),170
169898,1,container (4.4 oz),125
169898,1,cup (8 fl oz),245
169898,1,container (8 oz),227
169899,1,cup,80
169900,1,serving,74
169901,1,slice,21
169901,1,cubic inch,18
169901,1,cup,224
169902,1,oz,28.35
169902,1,lb,453
169903,1,"cup, chopped or diced",140
169904,1,oz,28.35
169905,1,"cup, chopped or diced",140
169906,3,"oz, boneless",85
169906,1,"cubic inch, boneless",17
169907,1,fruit,1.7
169908,1,"cup, cubed",149
169908,1,large,20
169908,1,medium,16
169908,1,small,13.6
169909,1,fruit without refuse,846
169910,1,cup pieces,165
169910,1,fruit without refuse,336
169911,1,"cup, diced (approx 20 pieces per cup)",170
169911,1,"cup, balls",177
169911,1,"melon (5-1/4"" dia)",1000
169911,1,"melon (6"" - 7"" dia)",1280
169911,1,"wedge (1/8 of 5-1/4"" dia melon)",125
169911,1,"wedge (1/8 of 6"" to 7"" dia melon)",160
169911,10,honeydew balls,138
169911,1,NLEA serving,134
169912,1,"cup, unthawed",173
169913,1,cup,140
169913,10,fruit,15
169914,1,cup slices,143
169914,1,"small (2-1/3"" dia)",129
169914,1,"medium (2-1/2"" dia)",142
169914,1,"large (2-3/4"" dia)",156
169914,1,NLEA serving,140
169915,1,cup,140
169915,10,fruit,11
169916,1,"cup sections, without membranes",180
169916,1,"fruit (2-5/8"" dia)",121
169917,1,"cup sections, without membranes",165
169917,1,"fruit (2-7/8"" dia)",140
169917,1,NLEA serving,154
169918,1,"cup sections, without membranes",185
169918,1,"fruit (2-5/8"" dia)",141
169918,1,"fruit (2-11/16"" dia)",151
169919,1,cup,170
169919,1,fruit without seeds,159
169920,1,cup,249
169920,1,fl oz,31.1
169921,1,cup,249
169921,1,fl oz,31.1
169922,1,cup,262
169922,1,fl oz,33
169923,1,cup,262
169923,1,fl oz,33
169924,1,cup,252
169925,1,cup,247
169925,1,fl oz,30.9
169926,1,"cup 1"" pieces",145
169926,1,"cup, mashed",230
169926,1,"fruit, small",157
169926,1,"fruit, large",781
169927,1,piece,39
169928,1,cup slices,154
169928,1,"small (2-1/2"" dia)",130
169928,1,"medium (2-2/3"" dia)",150
169928,1,"large (2-3/4"" dia)",175
169928,1,"extra large (3"" dia)",224
169928,1,NLEA serving,147
169929,1,"cup, halves or slices",244
169929,1,"half, with liquid",98
169930,1,cup,250
169930,1,"cup, halves or slices",248
169930,1,"half, with liquid",98
169931,1,"cup, halves or slices",247
169932,1,cup,116
169933,1,cup,242
169934,1,"cup, halves",160
169934,1,half,13
169935,1,cup,258
169936,1,"cup, halves",248
169936,1,"half, with liquid",76
169937,1,"cup, halves",247
169937,1,"half, with liquid",76
169938,1,"cup, halves",251
169938,1,"half, with liquid",76
169939,1,cup,266
169939,1,"half, with liquid",76
169940,1,cup,250
169940,1,fl oz,31.2
169941,1,"fruit (2-1/2"" dia)",168
169942,1,fruit without refuse,34
169943,1,fruit without refuse,25
169944,1,"cup, crushed, sliced, or chunks",254
169944,1,"slice or ring (3"" dia) with liquid",49
169945,1,"cup, crushed, sliced, or chunks",260
169946,1,"cup, chunks",245
169947,1,cup,250
169947,1,fl oz,31.3
169948,1,can (6 fl oz),216
169949,1,"cup, sliced",165
169949,1,"fruit (2-1/8"" dia)",66
169949,1,NLEA serving,151
169950,1,"cup, pitted",249
169950,1,plum with liquid,46
169951,1,"cup, pitted",252
169951,1,plum with liquid,46
169952,1,"cup, pitted",252
169952,1,plum with liquid,46
169953,1,cup,160
169953,1,package (10 oz),284
169954,1,cup,170
169954,1,package (10 oz) yields,311
169955,1,cup,164
169955,1,package (10 oz),284
169956,1,cup,180
169956,1,package (10 oz) yields,311
169957,1,cup,104
169957,1,package (12 oz),340
169958,0.33,package (10 oz),94
169958,1,package (10 oz),284
169959,0.33,package (10 oz) yields,94
169959,1,package (10 oz) yields,284
169960,1,cup,245
169961,1,"cup 1/2"" pieces",100
169961,10,"beans (4"" long)",55
169962,1,cup,121
169962,1,package (10 oz),284
169963,1,cup,135
169964,1,cup,111
169965,1,"cup 1/2"" pieces",116
169966,1,"cup, diced",157
169966,1,"cup, shredded",195
169966,1,cup slices,170
169966,1,"cup, whole",163
169966,1,slice,8
169966,1,beet,24
169966,1,can (303 x 406),294
169967,0.5,"cup, chopped",78
169967,1,"stalk, large (11""-12"" long)",280
169967,1,"stalk, medium (7-1/2"" - 8"" long)",180
169967,1,"stalk, small (5"" long)",140
169967,1,"spear (about 5"" long)",37
169968,1,cup,156
169968,1,package (10 oz),284
169969,1,cup,184
169970,0.33,package (10 oz),95
169970,1,package (10 oz),284
169970,1,package (2 lb),907
169971,1,sprout,21
169971,0.5,cup,78
169972,0.33,package (10 oz),95
169972,1,package (10 oz),284
169972,1,package (2 lb),907
169973,1,cup,155
169974,1,"cup (1"" pieces)",118
169974,1,root,156
169975,1,"cup, chopped",89
169975,1,"cup, shredded",70
169975,1,"head, large (about 7"" dia)",1248
169975,1,"leaf, large",33
169975,1,"head, medium (about 5-3/4"" dia)",908
169975,1,"leaf, medium",23
169975,1,"head, small (about 4-1/2"" dia)",714
169975,1,leaf,15
169976,0.5,"cup, shredded",75
169976,1,head,1262
169977,1,"cup, chopped",89
169977,1,"cup, shredded",70
169977,1,"head, large (about 5-1/2"" dia)",1134
169977,1,leaf,23
169977,1,"head, medium (about 5"" dia)",839
169977,1,"head, small (4"" dia)",567
169978,1,leaf,22
169978,0.5,"cup, shredded",75
169979,1,"cup, shredded",76
169980,1,"cup, shredded",119
169980,1,leaf,14
169981,1,"cup, shredded",178
169983,0.5,cup slices,64
169983,1,package (10 oz),284
169984,1,"cup, sliced",146
169985,1,cup,206
169985,1,root,408
169986,1,"cup chopped (1/2"" pieces)",107
169986,1,floweret,13
169986,1,"head large (6-7"" dia.)",840
169986,1,"head medium (5-6"" dia.)",588
169986,1,"head small (4"" dia.)",265
169987,1,cup pieces,155
169988,1,cup chopped,101
169988,1,NLEA serving,110
169988,1,tbsp,7.5
169988,1,"stalk, large (11""-12"" long)",64
169988,1,"stalk, medium (7-1/2"" - 8"" long)",40
169988,1,"stalk, small (5"" long)",17
169988,1,"strip (4"" long)",4
169989,1,"cup, diced",150
169989,2,stalks,75
169990,1,leaf,8
169991,1,cup,36
169991,1,leaf,48
169992,1,"cup, chopped",29
169993,1,root,60
169993,0.5,"cup (1"" pieces)",45
169994,1,tbsp chopped,3
169994,1,tsp chopped,1
169995,1,"cup (1"" pieces)",25
169995,1,"stem (8-3/4"" long)",14
169996,1,"cup, chopped",170
169997,0.25,cup,4
169997,9,sprigs,20
169998,1,cup,145
169998,1,"ear, large (7-3/4"" to 9"" long) yields",143
169998,1,"ear, medium (6-3/4"" to 7-1/2"" long) yields",102
169998,1,"ear, small (5-1/2"" to 6-1/2"" long)",73
169999,1,"ear small (5-1/2"" to 6-1/2"" long)",89
169999,1,"ear medium (6-3/4"" to 7-1/2"" long)",103
169999,1,"ear large (7-3/4"" to 9"" long)",118
169999,1,cup cut,149
169999,1,baby ear,8
170000,1,"cup, chopped",160
170000,1,"cup, sliced",115
170000,1,tbsp chopped,10
170000,1,large,150
170000,1,"slice, large (1/4"" thick)",38
170000,1,"medium (2-1/2"" dia)",110
170000,1,"slice, medium (1/8"" thick)",14
170000,1,small,70
170000,1,"slice, thin",9
170000,10,rings,60
170001,1,cup,210
170001,1,tbsp chopped,15
170001,1,large,128
170001,1,"slice, large (1/4"" thick)",32
170001,1,medium,94
170001,1,"slice, medium (1/8"" thick)",12
170001,1,small,60
170001,1,"slice, thin",8
170002,1,tbsp,5
170002,0.25,cup,14
170003,1,onion,63
170003,0.5,"cup, chopped or diced",112
170004,1,cup chopped,87
170005,1,"cup, chopped",100
170005,1,tbsp chopped,6
170005,1,large,25
170005,1,"medium (4-1/8"" long)",15
170005,1,"small (3"" long)",5
170006,1,tbsp,6
170006,1,stalk,12
170006,1,cup chopped,71
170008,1,NLEA serving,148
170008,1,onion,331
170009,0.5,cup slices,78
170009,1,"parsnip (9"" long)",160
170010,1,"cup, chopped",98
170010,1,"cup, whole",63
170010,10,pea pods,34
170011,1,cup,160
170012,1,cup,144
170012,1,package (10 oz),284
170013,1,cup,175
170013,1,can (303 x 406),313
170014,1,cup,227
170014,0.5,cup,114
170015,1,can,257
170015,1,cup,163
170016,1,cup,134
170016,1,package,284
170017,0.5,cup,80
170017,1,package (10 oz) yields,253
170018,1,package (10 oz) yields,278
170018,0.5,cup,80
170019,1,cup,120
170020,0.5,cup,69
170020,1,package (10 oz),284
170021,1,cup,180
170022,0.33,package (10 oz),95
170022,1,package (10 oz),284
170024,1,cup chopped,115
170025,1,cup,154
170025,10,seeds,4
170026,0.5,"cup, diced",75
170026,1,"Potato large (3"" to 4-1/4"" dia)",369
170026,1,"Potato medium (2-1/4"" to 3-1/4"" dia)",213
170026,1,"Potato small (1-3/4"" to 2-1/2"" dia)",170
170027,0.5,"cup, diced",75
170027,1,"potato large (3"" to 4-1/4"" dia)",369
170027,1,"Potato medium (2-1/4"" to 3-1/4"" dia)",213
170027,1,"Potato small (1-3/4"" to 2-1/4"" dia)",170
170028,0.5,"cup, diced",75
170028,1,"large (3"" to 4-1/4"" dia.)",369
170028,1,"medium (2+-1/4"" to 3-1/4"" dia.)",213
170028,1,"small (1-3/4"" to 2-1/4"" dia.)",92
170029,0.5,"cup, diced",75
170029,1,"potato large (3"" to 4-1/4"" dia)",369
170029,1,"potato medium (2-1/4"" to 3-1/4"" dia)",213
170029,1,"potato small (1-3/4"" to 2-1/4"" dia)",170
170030,1,"potato large (3"" to 4-1/4"" dia.",299
170030,1,"potato medium (2-1/4"" to 3-1/4"" dia.)",173
170030,1,"potato small (1-3/4"" to 2-1/2"" dia.)",138
170031,3,oz,85
170032,1,skin,38
170033,0.5,cup,61
170033,1,"potato (2-1/3"" x 4-3/4"")",156
170034,1,skin,58
170035,1,skin,58
170036,1,cup,156
170037,1,cup,210
170038,1,cup,245
170039,1,cup,200
170040,1,cup,210
170041,1,cup,200
170042,1,cup,210
170043,0.5,cup,105
170043,1,package (12 oz),340
170044,1,cup prepared,150
170044,1,"patty, oval (approx 3"" x 1-1/2"" x 1/2"")",29
170044,1,"package yield, 12 oz",205
170045,1,package (6 oz),170
170047,1,cup,120
170047,10,pieces,91
170048,10,puffs,79
170048,10,Crispy Crowns,60
170048,1,puff,7
170048,1,cup,128
170050,1,cup,240
170050,2,medium,246
170051,1,cup,240
170051,1,tbsp,15
170051,1,can,190
170051,1,large,164
170051,1,medium,111
170051,1,small,82
170052,1,cup,255
170053,1,cup,241
170054,1,cup,245
170055,1,cup,245
170056,1,cup,245
170057,0.5,cup,122
170057,1,"can, 15 oz (303 x 406)",425
170058,1,"cup, cubes",156
170058,1,"cup, mashed",230
170059,0.33,"package, mashed (10 oz)",94
170059,1,"package, mashed (10 oz)",284
170060,1,cup,156
170061,1,"cup, chopped",55
170062,1,cup,163
170063,1,cup,253
170063,6,fl oz,182
170064,1,cup,245
170065,1,cup,163
170066,0.5,cup slices,62
170066,4,waterchestnuts,36
170067,0.5,cup slices,70
170067,4,waterchestnuts,28
170068,1,"cup, chopped",34
170068,1,sprig,2.5
170068,10,sprigs,25
170069,1,"cup, cubes",132
170069,1,waxgourd,5700
170071,1,"cup, cubes",150
170072,1,"cup, cubes",136
170072,0.5,"cup, cubes",68
170073,1,cup slices,120
170073,1,cup,130
170073,1,large,1200
170073,1,medium,659
170073,1,slice,6
170073,1,small,365
170075,1,tbsp,0.2
170075,0.25,cup,0.8
170076,1,"cup, chopped",133
170078,1,cup,100
170079,1,cup,125
170080,1,"cup, chopped",136
170080,1,"cup, sliced",104
170080,1,pepper,22
170081,0.5,cup slices,50
170081,1,"radish (7"" long)",17
170082,1,tbsp,0.9
170082,0.25,cup,3.6
170083,1,cup,228
170083,1,can (404 x 307),638
170084,1,cup,196
170085,1,cup,244
170085,1,"can, 15 oz (303 x 406)",425
170088,1,"piece (2-1/2"" x 2"" dia)",105
170089,1,cup,101
170089,1,recipe yield,604
170092,1,"small 2-3/4 in. dia., 5/8 in. thick.",22
170092,1,"medium 3-1/4 in. x 3-5/8 in., 5/8 in. thick.",37
170093,1,NLEA serving,148
170093,1,potato large,299
170093,1,potato medium,173
170093,1,potato small,138
170094,1,"potato (2-3/4"" dia by 4-3/4"" long)",202
170095,1,cup,38
170096,1,"cup, chopped",139
170096,1,tomato,212
170097,1,cup pieces,145
170097,4,mushrooms,72
170098,0.5,cup slices,80
170098,8,"pods (3"" long)",85
170099,0.5,cup slices,92
170099,1,package (10 oz) yields,255
170100,1,cup,210
170100,1,tbsp chopped,15
170100,1,large,128
170100,1,"slice large (1/4"" thick)",32
170100,1,medium,94
170100,1,"slice medium (1/8"" thick)",12
170100,1,small,60
170100,1,slice thin,8
170101,1,tbsp chopped,15
170101,0.5,"cup, chopped or diced",105
170102,1,cup,160
170103,0.5,cup,124
170103,1,can (303 x 406),482
170104,0.5,cup,85
170104,1,can (303 x 406),313
170105,0.5,cup,80
170105,1,package (10 oz) yields,253
170106,1,pepper,45
170106,0.5,"cup, chopped or diced",75
170107,1,pepper,73
170107,0.5,"cup, chopped or diced",68
170108,1,"cup, chopped",149
170108,1,"cup, sliced",92
170108,1,tablespoon,9.3
170108,1,"large (2-1/4 per pound, approx 3-3/4"" long, 3"" dia.)",164
170108,1,"medium (approx 2-3/4"" long, 2-1/2 dia.)",119
170108,1,small,74
170108,1,"ring (3"" dia., 1/4"" thick)",10
170109,1,tbsp,11.6
170109,1,pepper,73
170109,0.5,"cup, chopped",92
170110,1,"cup, strips",135
170110,1,tbsp,11.6
170110,0.5,"cup, chopped",68
170111,0.5,cup,61
170111,1,"potato large (3"" to 4-1/4"" dia)",299
170111,1,"potato medium (2-1/4"" to 3-1/4"" dia)",173
170111,1,"potato small (1-3/4"" to 2-1/2"" dia)",138
170111,1,NLEA serving,148
170112,0.5,cup,61
170112,1,"potato (2-1/3"" x 4-3/4"")",156
170113,1,skin,58
170114,0.5,cup,78
170114,1,"potato (2-1/2"" dia, sphere)",136
170115,1,skin,58
170117,10,strips,50
170117,1,package (9 oz) yields,198
170118,10,strip,74
170119,1,cup,134
170120,1,cup,71
170121,1,cup,115
170122,1,cup slices,147
170123,1,cup,234
170124,0.5,cup,95
170124,1,package (10 oz) yields,220
170125,1,cup slices,180
170126,1,cup slices,180
170127,1,"cup, cubes",205
170128,1,"cup, cubes",205
170129,1,"cup, mashed",245
170130,1,"cup, cubes",205
170131,1,cup,170
170132,1,"cup, chopped",98
170133,1,cup,64
170134,1,"medium (2"" dia, 5"" long, raw)",114
170134,0.5,"cup, mashed",100
170135,1,cup slices,140
170136,1,cup slices,137
170137,1,cup,240
170137,0.5,cup,120
170137,1,NLEA serving,121
170138,1,cup,240
170138,1,tbsp,15
170138,1,can,190
170138,1,large,164
170138,1,medium,111
170138,1,small,82
170138,0.5,cup,120
170139,1,"cup, chopped",144
170140,0.5,cup,82
170140,1,package (10 oz) yields,220
170141,1,cup,163
170141,0.5,cup,86
170142,0.5,cup,91
170142,1,package (10 oz) yields,275
170143,1,cup diced,86
170143,1,piece whole,84
170144,1,oz,28.35
170145,1,oz,28.35
170146,1,oz,28.35
170147,1,oz,28.35
170148,3,tbsp,30
170149,1,cup,32
170149,1,oz (42 medium seeds),28.35
170150,1,cup,144
170150,1,tbsp,9
170151,1,oz,28.35
170152,1,cup,128
170152,1,oz,28.35
170153,1,oz,28.35
170154,1,cup,134
170154,1,oz,28.35
170155,1,tbsp,16
170155,1,oz,28.35
170156,1,cup,64
170156,1,tbsp,4
170157,1,oz,28.35
170158,1,cup whole kernels,138
170158,1,oz (22 whole kernels),28.35
170159,1,cup whole kernels,157
170159,1,oz (22 whole kernels),28.35
170160,1,oz,28.35
170160,1,"cup, firmly packed",227
170161,1,oz,28.35
170162,1,oz,28.35
170163,1,tbsp,16
170163,1,oz,28.35
170164,1,oz,28.35
170165,1,oz,28.35
170166,1,oz,28.35
170167,1,oz,28.35
170168,1,oz,28.35
170169,1,"cup, shredded",80
170169,1,medium,397
170169,1,"piece (2"" x 2"" x 1/2"")",45
170170,1,oz,28.35
170171,1,tbsp,19
170171,1,cup,296
170172,1,cup,240
170172,1,tbsp,15
170173,1,cup,226
170173,1,tbsp,15
170174,1,cup,240
170174,1,tbsp,15
170174,1,coconut yields,206
170175,1,oz,28.35
170176,1,cup (78 kernels),155
170176,1,oz (14 kernels),28.35
170177,1,cup,120
170177,1,oz,28.35
170177,1,nut,3
170178,1,"cup, whole or halves",134
170178,1,oz (10-12 kernels),28.35
170179,1,"cup, whole or halves",132
170179,1,oz (10-12 kernels),28.35
170180,1,oz,28.35
170181,1,cup,132
170182,1,"cup, chopped",109
170182,1,"cup, halves",99
170182,1,oz (19 halves),28.35
170183,1,oz,28.35
170184,1,cup,123
170184,1,oz (49 kernels),28.35
170184,1,kernel,0.7
170185,1,cup,123
170185,1,oz (49 kernels),28.35
170185,1,kernel,0.7
170186,1,"cup, chopped",125
170186,1,tbsp,7.8
170186,1,oz,28.35
170187,1,"cup, chopped",117
170187,1,"cup, ground",80
170187,1,"cup, in shell, edible yield (7 nuts)",28
170187,1,cup shelled (50 halves),100
170187,1,cup pieces or chips,120
170187,1,oz (14 halves),28.35
170188,1,cup,64
170188,1,oz (85 seeds),28.35
170189,1,tbsp,15
170189,1,oz,28.35
170190,1,cup,143
170190,1,oz,28.35
170190,10,kernels,84
170191,1,tbsp,16
170192,1,oz,28.35
170193,1,oz,28.35
170193,4,oz,113
170194,1,oz,28.35
170194,4,oz,113
170195,3,oz,85
170195,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",381
170196,1,oz,28.35
170196,4,oz,113
170197,3,slices,68
170197,1,"package (net weight, 12 oz)",340
170198,3,slices,34
170198,1,"package, cooked (yield from 12 oz raw product)",170
170199,1,oz,28.35
170199,1,lb,453.6
170200,3,oz,85
170200,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",320
170201,3,oz,85
170201,1,steak,356
170202,1,"slice (1 oz) (4"" x 4"" x 3/32"" thick)",28
170203,3,oz,85
170203,1,steak,349
170204,1,"package, 2.5 oz",71
170204,1,slice (1 oz),28
170205,4,oz,113
170205,1,steak,473
170206,3,oz,85
170207,3,oz,85
170208,3,oz,85
170209,3,oz,85
170210,3,oz,85
170210,1,steak (yield from 418g raw meat),270
170211,3,oz,85
170211,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",314
170212,3,oz,85
170212,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",232
170213,3,oz,85
170213,1,roast (yield from 1601 g raw meat),1166
170214,3,oz,85
170214,1,roast,629
170215,3,oz,85
170215,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",191
170216,3,oz,85
170216,1,roast,658
170217,3,oz,85
170217,1,roast,629
170218,3,oz,85
170218,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",217
170219,3,oz,85
170219,1,steak (yield from 233 g raw meat),233
170220,3,oz,85
170220,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",272
170221,3,oz,85
170221,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",265
170222,3,oz,85
170222,1,roast (yield from 600 g raw meat),489
170223,3,oz,85
170223,1,steak (yield from 299 g raw meat),191
170224,3,oz,85
170224,1,roast (yield from 627 g raw meat),515
170225,3,oz,85
170225,1,steak (yield from 281 g raw meat),179
170226,3,oz,85
170226,1,steak (yield from 281 g raw meat),179
170227,3,oz,85
170227,1,roast (yield from 572 g raw meat),464
170228,3,oz,85
170228,1,roast (yield from 436 g raw meat),346
170228,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",333
170229,3,oz,85
170229,1,roast (yield from 445 g raw meat),355
170230,3,oz,85
170230,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",330
170231,3,oz,85
170231,1,roast (yield from 1405 g raw meat),1138
170232,3,oz,85
170232,1,roast (yield from 1388 g raw meat),1141
170233,3,oz,85
170233,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",320
170234,3,oz,85
170234,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",267
170235,3,oz,85
170235,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",261
170236,3,oz,85
170236,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",261
170237,3,oz,85
170237,1,steak,117
170238,3,oz,85
170238,1,steak (yield from 161 g raw meat),126
170239,3,oz,85
170239,1,steak,119
170240,3,oz,85
170240,1,steak (yield from 203 g raw meat),164
170241,1,package (3.12 oz),88
170241,1,"portion, amount to make 1/2 cup",22
170242,1,package (3 oz),85
170242,1,"portion, amount to make 1/2 cup",21
170243,1,package (3.5 oz),92
170243,1,"portion, amount to make 1/2 cup",23
170244,1,oz,28.35
170244,1,bag (8 oz),227
170245,1,oz,28.35
170246,1,cup,8
170246,1,oz,28.35
170247,1,cup,11
170247,1,oz,28.35
170248,1,oz,28.35
170248,1,bag (8 oz),227
170249,1,oz,28.35
170249,10,twists,60
170250,1,cake,9
170250,2,cakes,18
170251,1,cake,9
170251,2,cakes,18
170252,1,cake,9
170252,2,cakes,18
170253,1,oz,28.35
170254,1,oz,28.35
